iter	RMSE
169	1.554467261
170	1.538783615
171	1.534182162
172	1.529009133
173	1.520142312
174	1.514302451
175	1.51062024
176	1.506913456
177	1.494726028
178	1.49137261
179	1.478063221
180	1.474219909
181	1.462561387
182	1.455296689
183	1.451369974
184	1.445095261
185	1.441625822
186	1.438667881
187	1.429594283
188	1.426353288
189	1.423206786
190	1.420238556
191	1.409123624
192	1.400505796
193	1.391136883
194	1.38841315
195	1.384023114
196	1.381374157
197	1.370726507
198	1.368090264
199	1.365083041
200	1.362292812
201	1.359553553
202	1.348976541
203	1.340812698
204	1.338431185
205	1.335568839
206	1.331583917
207	1.319644304
208	1.317504328
209	1.31535578
210	1.310663823
211	1.308193727
212	1.298261655
213	1.295927891
214	1.28609033
215	1.283609941
216	1.275539361
217	1.273109346
218	1.270266536
219	1.261601224
220	1.259862462
221	1.256630271
222	1.249496518
223	1.247774831
224	1.246149403
225	1.244012582
226	1.237681244
227	1.234764565
228	1.233183626
229	1.230488435
230	1.223868906
231	1.214872794
232	1.213412981
233	1.210931617
234	1.209497909
235	1.207871095
236	1.205233092
237	1.196125252
238	1.190384743
239	1.184097341
240	1.18251323
241	1.175981101
242	1.174742738
243	1.169887278
244	1.16782902
245	1.163056388
246	1.161857975
247	1.159707571
248	1.158360779
249	1.151976249
250	1.145745185
251	1.139469768
252	1.137743741
253	1.135862517
254	1.134037195
255	1.132249661
256	1.130514146
257	1.129277298
258	1.123896937
259	1.11891882
260	1.117303793
261	1.115729363
262	1.108477766
263	1.107348724
264	1.105828601
265	1.101032835
266	1.100198374
267	1.095393731
268	1.09400128
269	1.093044478
270	1.087571489
271	1.086272841
272	1.08536593
273	1.084056146
274	1.079357587
275	1.07585998
276	1.074665171
277	1.073466087
278	1.072791121
279	1.065759291
280	1.064965861
281	1.064119757
282	1.062451192
283	1.057805518
284	1.057065781
285	1.056361973
286	1.055559208
287	1.051069369
288	1.046839374
289	1.04184966
290	1.038767394
291	1.037469477
292	1.036814484
293	1.032575335
294	1.028759691
295	1.024675048
296	1.021384144
297	1.020704982
298	1.019581307
299	1.018036161
300	1.012669786
301	1.011776906
302	1.010908764
303	1.008697501
304	1.008146556
305	1.007459386
306	1.0026159
307	0.999406413
308	0.9957437841
309	0.9952335482
310	0.9947334942
311	0.994057061
312	0.9910869391
313	0.9906348693
314	0.990165291
315	0.9877658186
316	0.9854972408
317	0.9834755687
318	0.9830364204
319	0.9798997743
320	0.9751335234
321	0.9747132102
322	0.9716969186
323	0.9697504412
324	0.9692321992
325	0.9673513098
326	0.9641145161
327	0.9618715219
328	0.9572846966
329	0.9547867664
330	0.9544157092
331	0.9523340092
332	0.9491585935
333	0.945819352
334	0.9417447818
335	0.9398391002
336	0.9387548892
337	0.9384202962
338	0.9360143578
339	0.9339442827
340	0.9336246541
341	0.9306351798
342	0.9303269047
343	0.9300248059
344	0.9283690835
345	0.924742875
346	0.9209392172
347	0.9206517833
348	0.9185091853
349	0.9182302332
350	0.9157282534
351	0.913856444
352	0.9133514903
353	0.911487551
354	0.9112314358
355	0.909366125
356	0.90794991
357	0.9077076526
358	0.9069733398
359	0.9049917855
360	0.9031639928
361	0.9025445404
362	0.9006057705
363	0.9000200578
364	0.8978348996
365	0.8956478232
366	0.8941577485
367	0.8928492456
368	0.8892353385
369	0.8861125293
370	0.8844147862
371	0.8842153469
372	0.8821107313
373	0.8803174469
374	0.8772760877
375	0.8759382211
376	0.8752857636
377	0.8741389331
378	0.8726916885
379	0.8711551211
380	0.8689238493
381	0.8678448135
382	0.8670681156
383	0.8647685434
384	0.864286514
385	0.8638416027
386	0.8605902223
387	0.859190919
388	0.8571475324
389	0.856201937
390	0.8534514484
391	0.8515311653
392	0.8500117947
393	0.8478081369
394	0.8465547485
395	0.8449789788
396	0.8433328433
397	0.842801385
398	0.8423996389
399	0.8400767144
400	0.8392650995
401	0.8366011423
402	0.8355613586
403	0.8342127365
404	0.8326360177
405	0.8300544831
406	0.8296423937
407	0.8267180706
408	0.8237615093
409	0.8223304513
410	0.8203226957
411	0.8193856139
412	0.8183673717
413	0.817073431
414	0.8157621737
415	0.8144966585
416	0.812525818
417	0.8101595162
418	0.8080416949
419	0.8053022447
420	0.8028262268
421	0.8018426264
422	0.7999359699
423	0.7990748053
424	0.798547748
425	0.7963098844
426	0.7938181398
427	0.7918838424
428	0.7905586577
429	0.7895822354
430	0.7871753035
431	0.78476907
432	0.7837961561
433	0.7829157169
434	0.7805962553
435	0.7787746902
436	0.7767581879
437	0.7760387116
438	0.7740340033
439	0.7723600157
440	0.7710293522
441	0.7693467375
442	0.7689516703
443	0.7666227618
444	0.7656228817
445	0.7634031925
446	0.762181625
447	0.7603317587
448	0.7582578713
449	0.7574675355
450	0.7558014458
451	0.7539887662
452	0.7523438062
453	0.7516659404
454	0.7508535214
455	0.7500122217
456	0.7489428339
457	0.7470615321
458	0.7460096095
459	0.7451242539
460	0.7432664408
461	0.7412107225
462	0.739371684
463	0.737684241
464	0.7360493718
465	0.7346495119
466	0.7329368509
467	0.7311740931
468	0.7293384259
469	0.7275147293
470	0.7265534263
471	0.7247227277
472	0.7231284568
473	0.7221182782
474	0.72084283
475	0.7191047298
476	0.7180450632
477	0.717061606
478	0.7161136028
479	0.713922768
480	0.7128640706
481	0.7118779173
482	0.7104992288
483	0.7090521232
484	0.7069319766
485	0.7057214782
486	0.7050829927
487	0.7039227354
488	0.7023697388
489	0.7013904538
490	0.7007820128
491	0.699130498
492	0.697418076
493	0.6952751275
494	0.6936488687
495	0.6931229103
496	0.6911369419
497	0.6895591482
498	0.6888882003
499	0.6874176121
500	0.6868820936
501	0.6853992637
502	0.6841586624
503	0.6835833319
504	0.682107371
505	0.6813151143
506	0.6794900206
507	0.6787587526
508	0.6779330911
509	0.6767681966
510	0.6751631446
511	0.6742062108
512	0.6726825611
513	0.6710034071
514	0.6693586615
515	0.6675983323
516	0.6664920397
517	0.6659909957
518	0.6650461543
519	0.6636600446
520	0.6625754604
521	0.6618052228
522	0.6607249304
523	0.6596200036
524	0.6582951884
525	0.6578310105
526	0.6563388032
527	0.6547859822
528	0.65417171
529	0.653385975
530	0.6521227878
531	0.6510608618
532	0.6496804503
533	0.6490755503
534	0.6483020307
535	0.646770799
536	0.6451055067
537	0.6445184975
538	0.6441258705
539	0.6430752443
540	0.6419973223
541	0.6408049863
542	0.6392437215
543	0.6379208698
544	0.6365037573
545	0.6354578944
546	0.634730445
547	0.6332582887
548	0.632217736
549	0.6315244949
550	0.6308582161
551	0.6302937201
552	0.6290223819
553	0.6279541804
554	0.6270409143
555	0.6257260608
556	0.6251316749
557	0.6246596391
558	0.6231298969
559	0.6219879952
560	0.6211086536
561	0.6200983072
562	0.6187054626
563	0.6178513216
564	0.6174512674
565	0.616821154
566	0.6164938492
567	0.6154857261
568	0.6143221392
569	0.6140383574
570	0.612740109
571	0.6110644209
572	0.6099598587
573	0.6088136242
574	0.6082130667
575	0.6066869892
576	0.6054885406
577	0.604436696
578	0.603101949
579	0.6017235738
580	0.6005171926
581	0.5990431579
582	0.5977583509
583	0.5969860886
584	0.5966539291
585	0.595693621
586	0.5951458898
587	0.5937529911
588	0.5934058932
589	0.5929519595
590	0.5924576429
591	0.5915445228
592	0.5911367778
593	0.5904732471
594	0.5899314961
595	0.5886691134
596	0.5882133941
597	0.5869854347
598	0.5862502832
599	0.5858069529
600	0.5845793945
601	0.5836023473
602	0.5824901663
603	0.5815217974
604	0.5805276785
605	0.5794448154
606	0.5789632371
607	0.5778501893
608	0.5774233436
609	0.5764495463
610	0.5760596868
611	0.5755616797
612	0.5745917245
613	0.574104872
614	0.5728649683
615	0.5717266913
616	0.5708546318
617	0.5702556434
618	0.5697928222
619	0.5695201725
620	0.5686318398
621	0.5677793089
622	0.566739791
623	0.56639942
624	0.5649402145
625	0.563749472
626	0.5622605066
627	0.5611118743
628	0.5605070177
629	0.5594237012
630	0.5581575439
631	0.5571814258
632	0.5561494969
633	0.5553579878
634	0.5549982393
635	0.5544033971
636	0.5532259444
637	0.5520406215
638	0.5514799223
639	0.5502283637
640	0.5494790357
641	0.5484690594
642	0.5480994846
643	0.5470469708
644	0.5461718356
645	0.5455678885
646	0.5449750694
647	0.5447453233
648	0.5437592248
649	0.5428748256
650	0.5426246913
651	0.542290764
652	0.5411181982
653	0.5400565968
654	0.5391545216
655	0.5379923289
656	0.5367898608
657	0.5358292917
658	0.5353188328
659	0.5350004553
660	0.5345156235
661	0.5335664899
662	0.5331158544
663	0.532189163
664	0.5311381593
665	0.5309005887
666	0.5303533316
667	0.5294125019
668	0.5290287347
669	0.5283118536
670	0.5276455053
671	0.5271867229
672	0.5262288734
673	0.5252028419
674	0.5246667951
675	0.5234882397
676	0.5227811683
677	0.522342642
678	0.5218640338
679	0.5216309862
680	0.5213026226
681	0.5210945493
682	0.5201218733
683	0.5189858258
684	0.5180948003
685	0.517880794
686	0.5174611409
687	0.5167430936
688	0.5164867163
689	0.5159528635
690	0.515804538
691	0.515384084
692	0.5148753412
693	0.5140034386
694	0.5126832256
695	0.511554189
696	0.5106356983
697	0.5097489588
698	0.5089626871
699	0.507862279
700	0.5069300823
701	0.506215729
702	0.5055269597
703	0.5044185005
704	0.5036477815
705	0.502633756
706	0.5019877758
707	0.5008021393
708	0.4997410916
709	0.498831419
710	0.4983732301
711	0.4980117045
712	0.4973454646
713	0.4970381873
714	0.4958209066
715	0.4953035937
716	0.4946222559
717	0.4940183905
718	0.4932262622
719	0.4923795591
720	0.49151794
721	0.490652238
722	0.4898765989
723	0.4894651765
724	0.4886387053
725	0.4876690117
726	0.4874485998
727	0.4865871268
728	0.4864205967
729	0.4860165278
730	0.4855268557
731	0.4847478395
732	0.4841761086
733	0.4832459913
734	0.4825248056
735	0.4816525863
736	0.4808589696
737	0.4803075009
738	0.4797404234
739	0.478765879
740	0.4780425984
741	0.4772611782
742	0.47660909
743	0.476425631
744	0.4761898853
745	0.475465358
746	0.4746544147
747	0.4739490166
748	0.4728627123
749	0.4724917153
750	0.4715916695
751	0.470842911
752	0.4706906547
753	0.4695561977
754	0.4690785385
755	0.4689425596
756	0.4682762573
757	0.4680587662
758	0.4676654038
759	0.4674439694
760	0.4667886775
761	0.4659577926
762	0.4654768648
763	0.4645842103
764	0.4638448864
765	0.4633100348
766	0.4627197238
767	0.4620029164
768	0.4612210798
769	0.4606514178
770	0.4601653393
771	0.459831552
772	0.4593922063
773	0.4590685056
774	0.4584173868
775	0.4573989857
776	0.4570922681
777	0.4569256242
778	0.4564226931
779	0.4562470987
780	0.4555172628
781	0.454778048
782	0.4544346549
783	0.4536282954
784	0.453307237
785	0.4525757498
786	0.4518139094
787	0.4516941246
788	0.4513249582
789	0.450527977
790	0.4496513759
791	0.4485216053
792	0.4477099968
793	0.4474338191
794	0.4467033417
795	0.445965008
796	0.4450583842
797	0.4443517283
798	0.4441228857
799	0.4437243101
800	0.4434772536
801	0.4428011497
802	0.4420248242
803	0.4416104496
804	0.4410936464
805	0.4406444825
806	0.4401402603
807	0.4395109541
808	0.4394111257
809	0.4385406522
810	0.4380912392
811	0.4373744773
812	0.4368526055
813	0.4358573789
814	0.4349768688
815	0.4342467012
816	0.4339575044
817	0.433713957
818	0.4330405571
819	0.4322289504
820	0.4316345981
821	0.4311002215
822	0.4306464191
823	0.4303645682
824	0.4293903957
825	0.4287498684
826	0.4280172536
827	0.4275892838
828	0.4270155492
829	0.4264668741
830	0.4259250369
831	0.4253513803
832	0.4247090189
833	0.424277219
834	0.4237388259
835	0.4229486355
836	0.4222342628
837	0.4214541016
838	0.4212052428
839	0.4206164482
840	0.4201829409
841	0.4198240246
842	0.4194580062
843	0.4188801638
844	0.4184263829
845	0.4180073203
846	0.417260086
847	0.4166455732
848	0.4161344717
849	0.4155082954
850	0.4154054472
851	0.4151072797
852	0.4148303456
853	0.4143567679
854	0.4139318438
855	0.4135595261
856	0.4132646459
857	0.4125119952
858	0.4119037763
859	0.4118882572
860	0.4118430174
861	0.411572359
862	0.411344678
863	0.4106657582
864	0.4100636015
865	0.4095423133
866	0.4089920637
867	0.4084957987
868	0.4079379932
869	0.4075540614
870	0.4069876713
871	0.4066431488
872	0.4059582705
873	0.4052211645
874	0.4049924224
875	0.4043594744
876	0.4036346873
877	0.4029918716
878	0.4025305963
879	0.4018213018
880	0.4010910868
881	0.4007048074
882	0.4004767323
883	0.3998215175
884	0.3990744105
885	0.3987415691
886	0.3982631847
887	0.3977442349
888	0.3972774114
889	0.396879313
890	0.3962394262
891	0.3956067133
892	0.3952840608
893	0.3950617548
894	0.3945277781
895	0.3944524637
896	0.3934887836
897	0.3928999209
898	0.3928287181
899	0.3923901845
900	0.392139726
901	0.3919494262
902	0.3915072078
903	0.3908418659
904	0.3901769172
905	0.389694556
906	0.3891620409
907	0.3885385669
908	0.3877923774
909	0.3871920568
910	0.3866018627
911	0.3857593084
912	0.3852105726
913	0.3850310214
914	0.3844683942
915	0.3842287103
916	0.3835808638
917	0.382712975
918	0.3821445009
919	0.3819470967
920	0.3814368644
921	0.3809079604
922	0.3801655057
923	0.3795433559
924	0.3793052908
925	0.3787073588
926	0.3782633422
927	0.3779797853
928	0.3777362347
929	0.3773220678
930	0.3769085338
931	0.3763427032
932	0.3758323052
933	0.3753858693
934	0.3747309664
935	0.3743078489
936	0.3738481916
937	0.3732103743
938	0.3727696947
939	0.3721551879
940	0.372012646
941	0.371408321
942	0.3706781104
943	0.3705456456
944	0.3700942409
945	0.3698529435
946	0.3693059325
947	0.3684898386
948	0.368203409
949	0.3679989819
950	0.3677507494
951	0.3672667633
952	0.3668151038
953	0.366620598
954	0.3661958761
955	0.3656208403
956	0.3653161753
957	0.3646765042
958	0.3645101918
959	0.3639319374
960	0.3635411547
961	0.363476931
962	0.3632317875
963	0.3629696256
964	0.3625520042
965	0.3621211191
966	0.3614502112
967	0.3612740767
968	0.3608555287
969	0.3603556268
970	0.3598033202
971	0.3592757888
972	0.358984322
973	0.3587801153
974	0.3581300129
975	0.3575184836
976	0.3570330209
977	0.3562007936
978	0.3557977879
979	0.3554483638
980	0.3548987993
981	0.3545595062
982	0.3542586728
983	0.353576946
984	0.3532711185
985	0.352981107
986	0.3527304231
987	0.3522257224
988	0.3518298768
989	0.3516001656
990	0.3514041835
991	0.3509465297
992	0.3507240473
993	0.3502718238
994	0.3499000251
995	0.3494847835
996	0.3494512379
997	0.3489035211
998	0.3486352593
999	0.3484292519
